出现时间(s),模式,字体大小,颜色,时间戳,弹幕池,用户ID,rowID,弹幕内容
6363.46700,1,25,16777215,1667722133,0,7afd97dd,1744287288369659392,10,马邦德：你拍一个死人有意思吗？
6800.09500,1,25,16777215,1667722572,0,287fe81c,1744287286800989696,10,这就是人性，随波追流的人性
4174.98200,1,25,16777215,1667717990,0,12a93057,1744287286574497280,10,这俩都喜欢花姐
1269.38500,1,25,16777215,1667715125,0,12a93057,1744287282774457856,10,完了，小六下线了
3394.74400,1,25,16777215,1667717241,0,12a93057,1744287282094980608,10,是不是赝品
4859.73900,1,25,16777215,1667719899,0,7afd97dd,1744287281650384384,10,小拳拳捶胸口？
1722.60500,1,25,16777215,1667671732,0,2753d779,1744287280157212160,10,好血腥也好殘酷好荒誕
6024.00200,1,25,15138834,1667666021,0,37bcb53f,1744287280081714688,10,101！
5293.48100,1,25,16777215,1667659733,0,d6401ab1,1744287264856391168,10,时刻准备着
5604.61800,1,25,16777215,1667655806,0,ac739212,1744287263950421504,10,触发主动技能缴械
3977.28000,5,25,16707842,1667655586,0,42fc57e0,1744287261937155584,10,《被♂动》
3032.66400,1,25,16777215,1667651060,0,a357d50e,1744287260183936512,10,哈哈哈哈哈哈哈哈哈
72.95200,1,25,15138834,1667650960,0,9fa982f6,1744287260108439040,10,马列！！！
2930.93200,1,25,16777215,1667650914,0,a357d50e,1744287260032941570,10,怎么突然有点台音了
5104.99300,1,25,16755202,1667617076,0,844088e7,1744287238021234176,10,蹦蹦炸弹
3569.96600,1,25,16777215,1667590923,0,639d1ff8,1744287237853462016,10,二哥并没有说为了钱
1484.64200,1,25,16777215,1667607019,0,15b8b1ea,1744287237819907585,10,台词真的太精彩了
1830.17100,1,25,16777215,1667598039,0,ae954710,1744287237635358210,10,专挑耳朵打
5475.53000,1,25,16777215,1667578320,0,3ee23688,1744287237022989824,10,一本正经的胡说八道
4251.89700,5,25,15138834,1667577544,0,cc29b34f,1744287236788108800,10,英雄救美 花姐不把这两个词联系到一块，就是表明跟他们不是一路人
2245.89200,1,25,16777215,1667576915,0,42f74334,1744287226000358912,10,因为已经知道了，所以给个警告
7065.39300,1,25,16777215,1667576190,0,dd83e745,1744287225505431040,10,长刀归介错人
3856.36300,1,25,16777215,1667569176,0,f38a9a26,1744287224750456320,10,多么想胡万死
2224.66300,1,25,16777215,1667576872,0,42f74334,1744287221998992896,10,史诗级饭局，每句都在下套
7871.74400,1,25,16777215,1667553082,0,d5a5518a,1744287216252796416,10,你走了太阳照常升起
5713.52500,5,25,15138834,1667536919,0,a818f7c2,1744287215422324224,10,《五 虎 上 将》
3421.32500,1,25,16777215,1667525541,0,ba4b3360,1744287201925053952,10,欢乐时光
2213.84300,1,25,16777215,1667523962,0,f2fe3d53,1744287201430126080,10,企业级理解
7145.81500,1,25,16777215,1667491630,0,cb940acd,1744287200918420992,10,2不对，不是唤醒，而是跟随胜利的对自己更好的，关键在胜利上
6269.86700,1,25,16777215,1667489667,0,f1a03376,1744287196413738496,10,师爷是各种原因加入的那些人啊
5768.06300,1,25,16777215,1667489009,0,f1a03376,1744287195658763776,10,没有技巧，全是感情
5828.03800,1,25,16777215,1667485541,0,765198e4,1744287194417249792,10,仔细听有鸟叫是老二在求救
451.24200,1,25,16776960,1667481803,0,2f14bab6,1744287191909056000,10,恩~~~爱~~~
4777.76400,5,25,16646914,1667476632,0,e9a47786,1744287191607066113,10,以下内容高考必考，务必全文背诵
7521.06900,1,25,16777215,1667475126,0,9a2739c1,1744287191531568640,10,开始享受了
433.07100,1,25,16777215,1667473200,0,5f13ddb9,1744287191439293952,10,闹钟：你了不起，你清高
3226.45000,5,25,41194,1667465560,0,3957e7dd,1744287190407495168,10,笑不活了
2466.88900,1,25,16777215,1667464995,0,4d4fb57b,1744287169201094144,10,这就是撕破脸了，明面的撕破退
7232.10400,1,25,16777215,1667450301,0,2752c672,1744287168798440960,10,两根手指拍手，同辈之间的礼仪
2424.34600,1,25,16777215,1667464955,0,4d4fb57b,1744287167791808000,10,这是谈崩了
3919.40800,1,25,16777215,1667406743,0,745fdc78,1744287163379400192,10,影院都给看，这不给看
2074.46400,1,25,16777215,1667451190,0,cd36f7c7,1744287163236793856,10,易守难攻
2636.60600,5,25,16707842,1667440603,0,62db8df9,1744287163186462208,10,三大影帝飙戏太tm过瘾了
2380.09400,1,25,15138834,1667407722,0,babff7e8,1744287162741865984,10,像不像现在的套路
3995.66600,1,25,16777215,1667394993,0,9934aab4,1744287161978502656,10,处
3179.75200,5,25,14811775,1667361762,0,fea17ff3,1744287137181777408,10,只有死人才不会开口说话
5438.81400,1,25,16777215,1667357675,0,8ed639c9,1744287137064336896,10,哈哈哈哈
1247.81000,5,25,15138834,1667325445,0,b2368b9f,1744287136896564736,10,真的好啊，这电影
1619.16000,5,25,15138834,1667313045,0,22017be8,1744287136108035584,10,一就是一，二就是二（电音）
1671.39800,1,25,16777215,1667312656,0,b623a2c9,1744287135957040640,10,卖凉粉的演技可以
6089.28200,1,25,16646914,1667307748,0,7bf801fd,1744287114331209216,10,花姐卖的
4926.83000,1,25,16777215,1667302733,0,70cc526c,1744287113928556032,10,从未设想的道路
2022.96400,1,25,16777215,1667295301,0,365aeb9,1744287111118372352,10,师爷说不上叛变，从始至终和他们都不是一路人
5619.79000,1,25,4351678,1667295087,0,7bf801fd,1744287110514392576,10,老汤是真听他话啊
6435.04300,1,25,16646914,1667296104,0,7bf801fd,1744287109868469764,10,老大啊看来真爱老汤
908.41400,1,25,16777215,1667284442,0,19776d2e,1744287109264489984,10,得钱之后 大粉的钱如数奉还
4803.16800,1,25,16777215,1667285919,0,84a484e6,1744287109180603905,10,惊喜？Surprise啊翻译完了
4000.30000,1,25,16777215,1667280418,0,5f6752c1,1744287109029608961,10,一帮穷哥们。得
806.47800,1,25,16777215,1667277917,0,61b6b0e6,1744287108954111491,10,真是个男人
3359.57200,5,25,15138834,1667251508,0,62ef607e,1744287108106862083,10,牧之后面的六子活了
4976.07000,1,25,16777215,1667231698,0,b6140ff5,1744287092386610688,10,师爷没卖他，所以没杀
3707.49700,1,25,16777215,1667226570,0,1edf023d,1744287086623636992,10,谢谢榜一的大哥
3273.59600,1,25,16777215,1667216179,0,a296a63e,1744287086615248384,10,师爷：痛 太痛了
4149.45000,1,25,16777215,1667219851,0,cbfd4dc9,1744287086539750913,10,开矿的能不认识宝石？
5507.86500,1,25,16777215,1667214963,0,96c6927f,1744287086539750912,9,还是你会遍
4230.70500,1,25,16777215,1667209289,0,8a612e45,1744287086220983808,9,共享单车笑死我了哈哈哈哈哈
3085.30100,5,25,15138834,1667209582,0,b7eee5a6,1744287086212595201,9,贞子(葛优限定)
2494.40200,1,25,16777215,1667209704,0,c38fc4b9,1744287086137097730,9,《固若金汤》
1685.76900,5,25,15138834,1667207952,0,b7eee5a6,1744287085205962240,9,«家里人» 要是换做我 我可能和这个守义一样了
2289.41800,1,25,16777215,1667207651,0,aacddeec,1744287084450987520,9,哈哈哈哈哈吓死了
3385.19700,1,25,16777215,1667198518,0,2f98cbe5,1744287069049503232,9,《给我带会儿》
7717.72300,1,25,16777215,1667193272,0,d81139ad,1744287068202253824,9,22.10.31
4118.64500,1,25,16777215,1667190887,0,64221ffa,1744287067791212032,9,这是陕西话
7201.40900,1,25,16777215,1667154078,0,19510aed,1744287063731125760,9,好家伙。武举人是姜武
3926.23600,1,25,16777215,1667150825,0,19510aed,1744287063655628288,9,经典台词
1317.82500,1,25,16777215,1667147289,0,f75d318e,1744287063613685248,9,咋不夏洛呢
7775.69300,1,25,16777215,1667145669,0,cb9120b6,1744287063395581440,9,有女生喜欢看这部吗
3187.45600,1,25,16777215,1667157087,0,bcfb498,1744287063387192832,9,现场教学
6071.95500,5,25,14811775,1667145776,0,6c0ba2f6,1744287063353638401,9,师爷好像故意绊的老七
559.61600,1,25,16777215,1667143261,0,de4f5bc2,1744287063227809280,9,李思萱是个猪猪猪猪猪
6715.33600,1,25,16707842,1667140993,0,ec8a9e61,1744287062305062402,9,破窗效应
7114.56200,1,25,16777215,1667139514,0,f0a01566,1744287062305062400,9,跟我来！
1570.48600,1,25,16777215,1667116838,0,ef4fe7d5,1744287036971466241,9,每次看这里都很难受
3052.87500,1,25,16777215,1667114691,0,87559640,1744287029161672192,9,男的和男的吗
1144.94400,1,25,16777215,1667110160,0,2fcb50af,1744287028314422784,9,小二很耐揍啊
2912.87300,1,25,16777215,1667114557,0,87559640,1744287027894992384,9,太黄了
3995.87200,5,25,16707842,1667111850,0,27841e1e,1744287024103341568,9,《处》
1605.72300,5,25,15138834,1667100349,0,af0dee10,1744287023709076993,9,这就是黑白脸，一个唱黑脸，一个唱白脸
1566.81400,1,25,52480,1667100532,0,1daa154a,1744287023709076992,9,名场面
1548.36900,1,25,52480,1667100514,0,1daa154a,1744287023667133952,9,名场面
7409.77700,5,25,15138834,1667072890,0,4240176b,1744287008064323072,9,这枪怎么tm没扳机？
7383.42500,1,25,16777215,1667056861,0,12583c01,1744287004272672256,9,体面人达成共识
5924.57200,1,25,16777215,1667052238,0,42d96899,1744286999835098624,9,建议鸟语申遗
2898.56600,1,25,52480,1667051013,0,9ddcb252,1744286998811688450,9,《忍耐》
2003.52300,1,25,16707842,1667045825,0,7b38be95,1744286997880552960,9,刘邦是个小人
2381.93100,1,25,16777215,1667039946,0,a73d19d2,1744286989575831040,9,dollar说漏嘴了
6490.40200,1,25,16777215,1667033972,0,bc8f5f2,1744286989332561408,9,荆轲想玩丢手绢，，
5725.70900,5,25,16707842,1667026704,0,e35d278,1744286986958585344,9,他甚至都不是县长
5500.64200,5,25,16707842,1667026458,0,e35d278,1744286986002284032,9,不是能文能武与众不同吗
2832.97400,1,25,16777215,1667027780,0,58d88675,1744286985759014400,9,被CPU了
7515.64300,1,25,16777215,1667027758,0,b6b96a75,1744286985045982720,9,花姐变了，牧之心凉
5459.52100,1,25,16777215,1667024819,0,73a9cf96,1744286984802713088,9,这一段笑死哈哈哈哈哈
444.47000,1,25,52480,1667022946,0,8d64710d,1744286984559443457,9,全克死了
6771.68700,1,25,38979,1667026390,0,6723e87,1744286984500723200,9,枪在手，跟我走，救草神，杀贤狗
65.95200,1,25,16777215,1667022436,0,8d64710d,1744286984475557377,9,马拉火车
3814.10900,1,25,14811775,1667018626,0,2941d94b,1744286983536033280,9,收下当狗
4514.61700,1,25,16777215,1667015995,0,157d527c,1744286969535446528,9,4筒是自己人
205.18300,5,25,16777215,1667014487,0,781b8809,1744286968579145216,9,白马，定叫他有去无回
3225.83400,1,25,16777215,1667013481,0,7af95ac9,1744286966909812224,9,笑死我了救命
6742.04400,5,25,15138834,1667005269,0,e1c42c54,1744286964527447552,9,翻译出来给我听…（bushi
3315.90600,1,25,16777215,1667003149,0,48b5ad5a,1744286964284177920,9,[前方高能]
6207.56400,1,25,16777215,1667000913,0,58bc5b1e,1744286964049296896,9,山西的确在东边，但是雷埋在了路上
7030.52300,1,25,16777215,1666976629,0,1a7a09b1,1744286960886791680,9,专业团队哈哈哈哈哈哈哈哈
1409.78800,1,25,9487136,1666973702,0,540047a5,1744286960500915712,9,《忍耐》
5482.99600,1,25,16777215,1666975992,0,d47b443b,1744286960282811904,9,张嘴舅来
7131.32900,5,25,9599289,1666969578,0,acb1aa27,1744286959125184000,9,固若金汤的，是人们心中的成见，永远都不是碉堡
7569.90700,5,25,16646914,1666969564,0,314ed5ca,1744286959041297922,9,英雄总是孤独的
1504.34500,1,25,14811775,1666967760,0,dd6a2ee0,1744286942591237632,9,小奉先都不知道？那可是三国第一猛将吕布啊
1840.68900,1,25,16777215,1666963638,0,acb1aa27,1744286939017690624,9,胡万自做聪明，害死了六子，使凉粉成了死仇
4579.66800,1,25,16777215,1666955128,0,e619ae90,1744286937105088000,9,分清左右，立即开打
3999.04000,5,25,16646914,1666959063,0,2315db1f,1744286936157175296,9,《处》
1194.90600,1,25,16777215,1666953852,0,8b83fa2d,1744286934496230912,9,哈哈哈瞬间乖巧
7523.02800,5,25,16765698,1666945748,0,6c5521e5,1744286934378790400,9,”曾经沧海难为水嘛“
2267.37200,1,25,16777215,1666935427,0,74c2139,1744286933397323264,9,黄四郎这场永远在斩首和收下当狗之间来回试探
2659.84400,1,25,16777215,1666935980,0,74c2139,1744286933288271364,9,带玉擒蚊子
2349.23900,1,25,16777215,1666935534,0,74c2139,1744286933288271362,9,师爷强行拉回去
3050.35600,1,25,16777215,1666932076,0,469c693d,1744286919254130176,9,这里是师爷庆幸麻子没有杀他
2015.28300,1,25,16777215,1666935106,0,74c2139,1744286919010860544,9,师爷还是想捞钱
1297.68700,5,25,16707842,1666935348,0,d07e66a4,1744286918775979521,9,生在东洋，学在西洋，爱在南洋，仕在北洋——辜鸿铭
3170.04200,5,25,15138834,1666883100,0,e35d278,1744286916376837632,9,《物理保密》
3060.64700,1,25,16777215,1666932118,0,469c693d,1744286916125179392,9,这里表示麻子愿意和师爷一起干，师爷站上风了
5636.34900,5,25,16765698,1666887327,0,a1b7711e,1744286914632007168,9,秧歌star
5036.66500,1,25,16777215,1666888010,0,49b1babe,1744286914028027392,9,我也不懂看得一脸懵逼
4876.28400,5,25,15138834,1666882690,0,1db8fe8a,1744286913994472960,9,怎么才七成啊
1016.51000,1,25,16777215,1666886076,0,ba4512c8,1744286913952529920,9,鄙人 PG ONE
1326.90800,1,25,16777215,1666924160,0,61f0c62d,1744286913944141313,9,吹牛的时候
6905.77700,1,25,16777215,1666878051,0,469c693d,1744286913809923584,9,六把伞，第六把是麻子自己的
4204.29500,1,25,16646914,1666798304,0,b9a6514,1744286897317920256,9,那我走？
4205.59600,1,25,16646914,1666798268,0,b9a6514,1744286895455649283,9,那我走？
3234.35500,1,25,16777215,1666794791,0,751c48d9,1744286894868446721,9,抑 郁 蓝 调
3367.18600,1,25,16777215,1666794694,0,3e68a993,1744286894784560641,9,全场MVP：天父
7599.20100,1,25,16777215,1666776874,0,e9a6ca5b,1744286873276169728,9,镜头没看见老7
2530.68000,5,25,41194,1666771476,0,7a2847e4,1744286871346789888,9,我能把县长当稳我有自己的本事
2493.30900,5,25,41194,1666771553,0,7a2847e4,1744286870054944256,9,我也是有枪的人
1743.21000,1,25,16777215,1666760711,0,88e31d13,1744286868721155585,9,他说过要是一碗他就死
1615.77500,1,25,16777215,1666761306,0,e2b3596c,1744286868595326464,9,欺负老实人！！
1660.01300,1,25,16777215,1666768213,0,1d11d82a,1744286868561772034,9,这卖凉粉的死的活该
822.53400,1,25,16777215,1666721015,0,4da0f731,1744286867269926402,9,猫叫是不是隐喻 猫儿要偷腥
5036.17600,5,25,9033215,1666704654,0,2bbca35,1744286847808355840,9,麻子原翔子doge
3661.40900,1,25,16777215,1666706703,0,f32d29e2,1744286846306795008,9,大哥，你是了解我的！
230.70200,1,25,16777215,1666709850,0,773205d1,1744286844595518976,9,蒸！
1284.84800,1,25,16777215,1666691073,0,a1e6a268,1744286843312061952,9,我们六子还要去留学呢呜呜
3057.46400,1,25,16777215,1666698893,0,354059e5,1744286841600785920,9,笑容逐渐变态
4780.78900,1,25,16777215,1666682026,0,fcf2f3a6,1744286841214909952,9,三天之内郭旅长的骑兵就到了
3078.77600,5,25,16777215,1666683743,0,6d5b9f1f,1744286841097469441,9,贞子（中国特供）
3977.24200,1,25,16777215,1666670604,0,9a2ee5b4,1744286828220956160,9,《受》
1356.58900,1,25,16777215,1666632854,0,992c6469,1744286825989586432,9,这里的“远”不是指生死，而是境界
4715.22800,1,25,16777215,1666668619,0,f3ca3753,1744286825503047168,9,《惊喜》
4806.56500,1,25,15138834,1666635178,0,d73772d7,1744286825251388928,9,什么叫联合舰队
5759.89500,1,25,16777215,1666666983,0,3dbe1ce1,1744286823271677440,9,师爷还真是墙头草
4063.97900,1,25,16777215,1666634143,0,fe8e052e,1744286820797038080,9,真  八岁
4025.90900,5,25,15138834,1666629772,0,26c7d0f6,1744286819563912704,9,《叹为观止》
6686.75400,1,25,16777215,1666625990,0,9b675183,1744286817861025280,9,有怒，不敢收，怒更大
3617.67000,5,25,16707842,1666618195,0,f914ad35,1744286817525480962,9,那谁穷啊，穷人穷啊
5764.55500,1,25,16777215,1666603581,0,168ab613,1744286796646235648,9,请师爷不要带入个人情绪
4807.27700,5,25,15138834,1666589803,0,13a88626,1744286794423254528,9,翻译翻译，什么是联合舰队？
5366.58000,1,25,16777215,1666550542,0,859c4bde,1744286792711978496,9,不急，跟他耍耍
3938.61400,5,25,16707842,1666547057,0,3c7cb78b,1744286792628092417,9,李易峰，李云迪：老子信了你的邪
2402.33100,1,25,16777215,1666531387,0,b269bff9,1744286771723681280,9,想杀一个人的眼神是藏不住的
7726.24800,1,25,16777215,1666523844,0,b19e03ea,1744286767588097536,9,22.10.23
2192.59600,1,25,16777215,1666521626,0,e328f589,1744286767277719043,9,看的有点晕
871.10500,1,25,16777215,1666518886,0,780b0198,1744286767277719042,9,《别客气》
6688.35200,5,25,16707842,1666504420,0,d74ea241,1744286753017085440,9,伞倒完了
1164.18900,1,25,16777215,1666503569,0,f10598c4,1744286752262110720,9,家 庭 弟 位
6552.64200,1,25,16777215,1666503153,0,e6c4b98f,1744286748780838400,9,这时候胡千敢顶嘴了
4318.83700,1,25,16777215,1666490006,0,aa458d0d,1744286745207291392,9,英雄说的是他自己
3899.75900,1,25,16777215,1666456515,0,f24cb258,1744286744041274880,9,？？？？？？？？？？？？？
3160.40900,5,25,15138834,1666456156,0,e496bb5e,1744286744032886273,9,死人比活人管用
3643.70100,1,25,16777215,1666454076,0,939eee75,1744286743194025475,9,这一段好帅
6019.15100,5,25,15138834,1666452247,0,dcfc0aa0,1744286731189927424,9,二哥！
6090.99600,5,25,15138834,1666452404,0,dcfc0aa0,1744286730242014720,9,师爷肯定会吹 不然不可能精准吹出大哥死了
1969.73000,5,25,15138834,1666449559,0,dcfc0aa0,1744286728824339968,9,原著六子生前喜欢比“6” 电影没法表现出来 于是用比“6”的墓碑表现了
6632.66400,1,25,16777215,1666451439,0,fc24d69e,1744286728589458944,9,得道者多助，失道者寡助
4861.88000,1,25,16777215,1666448920,0,6343ce70,1744286727171784192,9,至爱哈哈
1997.21800,5,25,15138834,1666449662,0,dcfc0aa0,1744286726467141120,9,胡百↓
1351.47300,1,25,15138834,1666448199,0,ba18b11c,1744286723640180224,9,马上就能见面了（bushi
1847.12200,5,25,15138834,1666444913,0,14f133cb,1744286720972602881,9,成了梁（凉）子
1773.18900,1,25,16777215,1666446198,0,f9dff0de,1744286720913882624,9,可怜的娃
5990.25200,1,25,16777215,1666440502,0,202ff36b,1744286720695778816,9,移动靶满分
4785.67300,1,25,16777215,1666441754,0,7a4aa28b,1744286720679001600,9,师爷这会彻底一边倒了
1628.60900,1,25,16777215,1666432908,0,24a11cbe,1744286702819655168,9,6子太较真了
5319.97000,1,25,16777215,1666422615,0,f319910a,1744286694825311744,9,很重要的事情。
3169.56100,1,25,16777215,1666418105,0,11eac7b9,1744286694556876288,9,一听就是夫人死了
3170.90700,1,25,16777215,1666418349,0,43e6d48d,1744286694296829444,9,永远保密（物理）
2258.92600,1,25,16777215,1666360727,0,9e696cd,1744286669860814336,9,碉堡
7746.01400,1,25,16777215,1666360335,0,a6eb907e,1744286668921290240,9,心里好空
2752.77300,1,25,16777215,1666363337,0,c66d90b3,1744286668468305408,9,黛玉擒蚊子
6273.56700,1,25,16777215,1666358009,0,b349210f,1744286668275367425,9,腰斩其实都是被吓死的
511.41700,5,25,15138834,1666359024,0,29f4aa27,1744286668107595265,9,《情头》
4673.41800,1,25,16777215,1666357132,0,a033050a,1744286668107595264,9,盲猜胡万他们
3344.19700,1,25,16777215,1666359854,0,a52a0b68,1744286668040486401,9,以为是胡万
644.53600,5,25,16646914,1666336816,0,f4f41dc5,1744286652831940096,9,善者不来啊！！！
2743.75700,1,25,16777215,1666335589,0,d5c35b15,1744286649551994368,9,一“只”女子
2724.53100,1,25,16777215,1666335437,0,d5c35b15,1744286648453086720,9,相见恨晚（咬牙切齿）
6836.47200,1,25,16777215,1666292842,0,2add53af,1744286645609348608,9,他
7118.17500,5,25,16707842,1666289351,0,e35d278,1744286645525462528,9,跟我来
5728.26400,5,25,16707842,1666287781,0,e35d278,1744286645433187840,9,他也不是县长
5168.68700,1,25,16777215,1666278986,0,71c85d96,1744286644376223234,9,看发哥的嘴形，是普通话呀
4882.67900,5,25,16777215,1666275386,0,4040ce88,1744286644292337154,9,二哥是“同志”，所以只有二哥值得信任
4628.92900,5,25,16777215,1666275068,0,4040ce88,1744286644292337153,9,“我是马邦德”
208.68300,1,25,16777215,1666273748,0,e86e0e31,1744286628999904768,9,这可是上好的阿拉伯白马
1984.87300,1,25,16777215,1666271524,0,36534c0f,1744286627699670528,9,张默就此盒饭
7414.54300,1,25,16777215,1666270337,0,cd4150f0,1744286626818866688,9,这俩都是流过洋的，一个跪下了，一个没跪下
664.09300,1,25,16777215,1666270256,0,36534c0f,1744286625719959040,9,骑马的姜文，抬轿的姜武
4067.06100,5,25,16707842,1666243083,0,514c85a4,1744286622767169026,9,《八岁》
7586.78300,5,25,15138834,1666239086,0,311d966e,1744286622742003200,9,想过好日子这种念头不能说错，但就怕沉迷腐化忘了初心
4766.00400,1,25,16777215,1666234784,0,85b3c626,1744286622649728513,9,真狠呀
4147.29900,1,25,16777215,1666194775,0,ec29c87a,1744286602122804736,9,不是晋南的方言，晋南的人听不懂很正常
2006.21900,5,25,15138834,1666188932,0,d39492a4,1744286601686597120,9,《自刎乌江》
7429.32700,1,25,16777215,1666198587,0,74616b79,1744286601032285696,9,独一份的宠爱
7712.86000,1,25,15138834,1666186823,0,cbff6e16,1744286597970443776,9,从头越，苍山如海，残阳如血
2026.33000,5,25,15138834,1666187080,0,f395fdcf,1744286597559401984,9,《明白》
6630.66100,5,25,16740868,1666187257,0,89e29cf,1744286597551013376,9,这武器都能武装几个师了
7549.88700,1,25,16777215,1666183957,0,9bf29a6c,1744286596779261441,9,真心都很高兴，就是不轻松
7723.90200,1,25,16777215,1666180527,0,ffdf1a5d,1744286596485660162,9,转来转去还是变成了原样
7560.51600,1,25,16777215,1666162005,0,fc353b87,1744286581579103744,9,只有对着自己的枪是握在扳机上的
3169.13100,1,25,16777215,1666164423,0,b63e488f,1744286581369388544,9,我的夫人
4013.55400,5,25,16707842,1666159637,0,16cc7370,1744286577225416192,9,杰哥不要啦！
4830.52900,1,25,16777215,1666141372,0,4b01ebb8,1744286575287647744,9,上级的话是不可信的，只有公证人开口，才确定有效。
1395.24400,5,25,16777215,1666142665,0,be5b7e1b,1744286575195373056,9,一日夫妻百日恩
5427.11700,1,25,16777215,1666144338,0,99b01adf,1744286575077932546,9,前方要求全文背诵
2807.92400,5,25,15138834,1666101605,0,43b150fb,1744286573911916035,9,杀只因取卵
7554.05400,1,25,16777215,1666098469,0,d0d347d0,1744286573911916033,9,花姐那么八面玲珑现在也只是在装傻
7438.92000,1,25,16777215,1666092534,0,4557bf36,1744286551153622528,9,我是准备跌得粉碎的
3178.01100,1,25,16777215,1666093903,0,fc0e6271,1744286549702393344,9,全 文 背 诵
6831.99500,1,25,16777215,1666085431,0,cb694ee6,1744286547630407168,9,[前方高能]
1428.90800,5,25,16707842,1666071439,0,6beb1f95,1744286546187566592,9,《 烫 死 》
4017.63700,1,25,16777215,1666069329,0,cb3572e3,1744286545793302016,9,这种事大哥是怎么了解的
3040.87600,1,25,16777215,1666016751,0,3608bbb5,1744286545147379200,9,葛优头发那么一甩，有点小妖娆
2535.84100,5,25,15138834,1666005680,0,3aba6a93,1744286526977654272,9,《你们》
3353.04200,1,25,16777215,1665988101,0,d15f2bfe,1744286520098995712,9,《獾？》《呱！》
5770.45300,5,25,15138834,1665980917,0,ac3ec50b,1744286519897669120,9,没有技巧，全是感情
2534.54000,5,25,16707842,1665935340,0,e9f61ed2,1744286505049832960,9,说漏嘴了 用的“你们” 按道理死了两个只有一个人了
7361.16900,1,25,16777215,1665943219,0,637717a8,1744286501526617600,9,杀人诛心很重要
3522.66400,1,25,16777215,1665934590,0,88ef0850,1744286500486430208,9,他这里说老二
6058.75200,1,25,16777215,1665931777,0,1e0e6d76,1744286499454631424,9,三哥本来就没叛变  是选择的路线不同
499.33400,1,25,15138834,1665918274,0,30528a86,1744286496149519873,9,爆装备了
910.06700,1,25,16777215,1665917500,0,589dc7c9,1744286495310659073,9,你在教我做事？
1465.21400,1,25,16777215,1665918033,0,589dc7c9,1744286495310659072,9,名场面
708.46400,1,25,15138834,1665907691,0,a1bcc5ba,1744286483918929408,9,《  肺  腑  之  言  》
6591.73000,1,25,16777215,1665906419,0,789696c1,1744286483415612928,9,怒气值积攒中
2711.03900,1,25,16777215,1665906622,0,b926de1d,1744286481435901440,9,师爷这英语起码雅思口语6.5
253.72800,1,25,15138834,1665902775,0,aa2a9130,1744286477963017728,9,《太阳》好不容易请久石让作曲，怎么能只使用一次 每部都安排上
681.21300,1,25,15138834,1665902688,0,a4decd49,1744286476226575872,9,其实这俩人都是周润发分镜问题
6833.21100,5,25,16707842,1665852497,0,56933d9e,1744286474657906178,9,前方发型核能
6332.73700,5,25,15138834,1665842524,0,bb7588ba,1744286459566800384,9,这银子真像森森白骨
5188.80200,1,25,16777215,1665843432,0,33e99e5b,1744286454860791296,9,批判与自我批判
6824.24600,5,25,16646914,1665839110,0,148a80ca,1744286453862546944,9,物件在摇晃，人心在踌躇
1329.10900,1,25,16777215,1665831700,0,ffffb576,1744286449341087233,9,但是那上面是意大利文啊
3953.57700,1,25,16777215,1665830301,0,48dac0b3,1744286449198480897,9,李易峰的站住
416.34800,1,25,16777215,1665830866,0,d7a415f5,1744286449089428994,9,应该是问了姓什么才睁眼，要杀的话没必要问姓什么
4795.15600,5,25,16646914,1665827914,0,148a80ca,1744286448166682116,9,你的语文阅读理解题
1034.67400,5,25,15138834,1665820590,0,c7786d98,1744286428285681152,9,《谁敢有冤啊？》
2007.02300,5,25,16646914,1665812845,0,148a80ca,1744286425550994944,9,一开始还说刘邦是小人
966.00200,5,25,16646914,1665810587,0,148a80ca,1744286422656925184,9,光下的都死了，是忠心的；影子下的有心思，最终叛变离开了
312.92900,1,25,16777215,1665803240,0,bcb29eb3,1744286405049236992,9,田所浩二（不是）
6023.54500,1,25,16777215,1665804734,0,3ea6b27f,1744286404218764800,9,啊啊 ！！！二哥这么帅 还是我喜欢的属性 怎么就这么嘎了
5071.23600,1,25,16646914,1665797298,0,de113e4f,1744286401106591232,9,[HAHAHAHAHAHHHAHHAHAHAHAHAHHAHAH]
1843.48500,1,25,16777215,1665800707,0,586a963,1744286400695549440,9,注意这里说死了他还得意的笑了
832.46300,1,25,16646914,1665792299,0,de113e4f,1744286400284507648,9,你手放哪
4901.67600,1,25,16646914,1665797110,0,de113e4f,1744286400074792448,9,[HAHAHAHAHAHHHAHHAHAHAHAHAHHAHAH]
2338.13900,5,25,15138834,1665766022,0,69fdd138,1744286399344983554,9,自己运自己劫，为了少给刘都统少交钱。
2736.81900,1,25,16777215,1665761434,0,dc5b6b60,1744286399042993664,9,白冰
4023.75200,1,25,15138834,1665758771,0,e4905ee5,1744286398833278464,9,《身 怀 绝 技》
1759.70500,1,25,16777215,1665757307,0,8a3c476a,1744286398506122752,9,武举人当捧哏的啊，当然孙子
6636.16400,1,25,15138834,1665757283,0,973611f9,1744286398422236673,9,谢谢马总发狙
2781.30700,1,25,16777215,1665754315,0,ad1ad9d9,1744286384102882816,9,师爷糊涂了一整晚
4007.68600,1,25,16777215,1665724338,0,7cabc27a,1744286380143459840,9,《攻》
3988.57400,1,25,16777215,1665724302,0,7cabc27a,1744286379640143360,9,《狠》
3973.90800,1,25,16777215,1665724269,0,7cabc27a,1744286379547868676,9,《被》
