出现时间(s),模式,字体大小,颜色,时间戳,弹幕池,用户ID,rowID,弹幕内容
7567.10000,1,25,16777215,1738856524,0,384524d2,1776416294854389248,8,坚定自我的模样更好看
5199.88700,5,25,16777215,1738856278,0,c3a430d3,1776414232280283136,8,燃冬
1896.18800,1,25,16777215,1738855986,0,51c2eca8,1776411780307432704,8,七哥，你做到了，现在轮到我们当你了
3271.22500,1,25,52480,1738848493,0,ee9ebf1c,1776348924173463040,8,杀人诛心
7476.36000,1,25,16777215,1738847182,0,61e17480,1776337926339761152,8,有的，县长，有的，像这种让他体面的方式我还有九种
190.12500,1,25,16777215,1738846933,0,8079a341,1776335841552164608,8,让子弹飞一会儿
867.29000,1,25,52480,1738845484,0,ee9ebf1c,1776323688413561856,8,恩爱
116.66900,5,25,15772458,1738844157,0,c58ec563,1776312552696612864,8,9853
224.61900,5,25,16777215,1738843728,0,7bb40394,1776308956994768384,8,Charge！
2427.68400,5,25,16707842,1738842703,0,f6528c8a,1776300358722272000,8,反冒进
7322.25300,5,25,15138834,1738841911,0,fa83d248,1776293713811638272,8,人民万岁！！！
5764.03900,1,25,16777215,1738834105,0,53b2193b,1776228235022593536,8,。。。
7800.80800,1,25,16777215,1738833078,0,63686c77,1776219617841391360,8,让子弹飞
3425.25100,1,25,16777215,1738831002,0,a79fc8b8,1776202204450516224,8,白轩龄上线
3306.11800,1,25,16777215,1738830848,0,a79fc8b8,1776200905516669696,8,白堂主返场
1087.19400,1,25,16777215,1738825730,0,f1975194,1776157975329980160,8,草
17.88900,1,25,16777215,1738823555,0,f1975194,1776139729402833920,8,久闻大名，特来观看
7555.31500,1,25,16777215,1738823359,0,dec7b80d,1776138083205756672,8,朱乾龙不姓朱专门黑我罢了
7424.24500,1,25,16777215,1738823296,0,dec7b80d,1776137556770091008,8,你也就配和冯小刚玩了
6218.64700,1,25,16777215,1738822698,0,dec7b80d,1776132544476310272,8,你个陈哈皮说呀
2583.04600,1,25,16777215,1738821057,0,4cebb6a2,1776118775507364352,8,字幕打错了，是quiet
4009.79500,5,25,16777215,1738819964,0,7b661626,1776109611674954752,8,《同》
3998.63500,5,25,16777215,1738819946,0,7b661626,1776109454891869440,8,《处》
3991.77500,5,25,16777215,1738819927,0,7b661626,1776109298754703616,8,《狠》
3979.79500,5,25,16777215,1738819896,0,7b661626,1776109036677871616,8,受
1232.83200,1,25,16777215,1738819666,0,dec7b80d,1776107106030667008,8,我恨我是个中国人，什么背诵，你们这些人良心被狗吃了，会跟姜文共情
86.52500,5,25,16777215,1738817281,0,4e7265d,1776087103126787328,8,蛇年大吉！
3252.28500,1,25,16777215,1738816005,0,54ff4ada,1776076400252646656,8,是是是，你是你是～doge
931.61800,1,25,16777215,1738814903,0,e2672ee7,1776067153825496064,8,圈起来，要考
7501.03300,1,25,16777215,1738814342,0,7a116d7,1776062448361551104,8,不跟我回山里了！！！
144.20000,1,25,16777215,1738813617,0,e2672ee7,1776056361302552320,8,清晰度怎么调
6865.45100,1,25,16777215,1738813030,0,d202c625,1776051445251164928,8,这句话很现实，历史上的群众向来是这个角色。
4837.84800,1,25,16646914,1738809886,0,2941ed17,1776025068607291136,8,黄说的是美元，汤说的是银子，这里就是表明立场了
4803.56500,1,25,16646914,1738809811,0,2941ed17,1776024438824137216,8,这里就是让他站队了，这里表明了立场，就把黄得罪死了
7605.05200,1,25,16777215,1738809757,0,728d6aea,1776023984044464896,8,帽子
4744.92700,1,25,16646914,1738809709,0,2941ed17,1776023585056790016,8,打了三个麻子上去
7516.15600,1,25,16777215,1738809635,0,728d6aea,1776022962286897664,8,过瘾
5428.32900,1,25,16777215,1738780347,0,ef92aa35,1775777278883218944,8,名场面
3920.26500,1,25,16777215,1738778828,0,ef92aa35,1775764534935176448,8,究极名场面
837.41700,1,25,16777215,1738775243,0,c55bdb4c,1775734462924352000,8,0.
7731.60000,1,25,16777215,1738772664,0,c054607b,1775712829148734208,8,25.2.6
43.19100,1,25,16777215,1738771600,0,622a9147,1775703901480272128,8,在现场，我是铁轨
2252.44300,1,25,16777215,1738767480,0,35db109a,1775669342462374912,8,就是他自己
7521.96100,1,25,16777215,1738764554,0,c2f958a6,1775644799157223936,8,跪下去了
6621.64800,1,25,16777215,1738763078,0,6e42101f,1775632410810248960,8,不是，这军火都够一个团的了吧
1440.87700,1,25,52480,1738762355,0,619d5aa2,1775626351962226944,8,《忍耐》
7414.30500,1,25,16777215,1738762321,0,e08f9b08,1775626067160852992,8,哈哈哈哈哈
7565.24300,1,25,16777215,1738762061,0,72a684e1,1775623878698611456,8,批评与自我批评
4894.74400,1,25,16777215,1738761869,0,c2f958a6,1775622274771882496,8,让子弹飞
3707.72100,1,25,16777215,1738759327,0,94973fe4,1775600952012334080,8,她出来俩人竟然没发觉 说实话弄死他俩都有可能
1279.18000,1,25,16777215,1738758981,0,1f0858c0,1775598044395100928,8,好看爱看
1149.89100,1,25,15138834,1738758702,0,f8b76ea5,1775595707588390400,8,这不是张克寒吗
26.33700,1,25,16777215,1738756382,0,d6e9bd71,1775576240934643456,8,申遗了
4026.83600,5,25,16777215,1738751787,0,28cdef4f,1775537698158400256,8,《身怀绝寄》
2196.93900,1,25,16777215,1738751556,0,9f0fffcb,1775535759701522688,8,周润发 在唐探里演的华工 也算是call back了
14.34000,1,25,16777215,1738742615,0,4ddea2ba,1775460759833390080,8,喵
472.99200,1,25,10546688,1738740979,0,55087a3b,1775447034250720000,8,恩爱
7697.46900,5,25,15138834,1738739102,0,91598261,1775431284001715200,8,雄关漫道真如铁，而今迈步从头越
7348.19700,5,25,15138834,1738738683,0,91598261,1775427772505165824,8,没有你，对我很重要
5774.29000,1,25,16777215,1738737246,0,f4ef80a3,1775415721262818304,8,沉默的实干家
5105.74900,5,25,16777215,1738729146,0,4ca0818e,1775347767230337536,8,重返未来1999
3173.57200,1,25,16646914,1738726069,0,2941ed17,1775321962512731136,8,这里是杀人诛心吗
2930.25500,1,25,16646914,1738725794,0,2941ed17,1775319653959323904,8,骂的是姜文吗
1612.70400,1,25,16777215,1738724139,0,2941ed17,1775305773254054144,8,这里是一唱一和要当总给他罪名坐实了，不给他思考的机会
2092.23100,1,25,16777215,1738723372,0,b31086c,1775299334737546240,8,替身，所以还不能火拼
3125.23700,1,25,16777215,1738722048,0,d273e9ef,1775288227843114752,8,cosplay说是
6038.07800,1,25,16777215,1738720688,0,b6f265df,1775276822666529024,8,二——哥——
31.35600,1,25,16777215,1738717026,0,c3ba55c5,1775246097560823808,8,202
6509.79800,1,25,16777215,1738700315,0,5a8df45d,1775105915910124544,8,这里我觉得是之前他跟小六子说的时候，七成加上他的三成，刚好把事办成
712.74100,5,25,16776960,1738692794,0,477147aa,1775042828997795072,8,元杰回宫了，我们一家人团圆了
860.29800,5,25,14811775,1738683689,0,a7bf2d8,1774966450613253632,8,梁朝伟开心了
259.51600,1,25,16777215,1738682042,0,c3f976b6,1774952630783830528,8,2025年，打卡！
437.67100,1,25,16777215,1738681640,0,e7e5f8f5,1774949261793523200,8,县长来了～
1017.33000,1,25,16777215,1738680454,0,a9724879,1774939310010300416,8,有枪杆子有权
3802.82400,1,25,16777215,1738679948,0,9a04e205,1774935071489491968,8,华尔街
4667.32500,1,25,16777215,1738679649,0,e49115a6,1774932558161689088,8,最喜欢这一段
3619.68900,1,25,16777215,1738679298,0,bf35840d,1774929617779111168,8,这道理居然如此简单
7611.55600,1,25,16777215,1738678755,0,20e00864,1774925064802864384,8,谁向左谁又向右呢
7362.45800,1,25,16777215,1738678506,0,20e00864,1774922975343181568,8,杀人诛心
2077.76400,1,25,16777215,1738677789,0,9a04e205,1774916958001701888,8,汤就是周
6573.60200,1,25,16777215,1738677577,0,7e2744da,1774915177050182656,8,多收了一车。
2626.70500,5,25,16777215,1738674127,0,7ad3fa90,1774886236126029056,8,凸刀乐
932.97500,1,25,16777215,1738673719,0,2d4965b,1774882812265182976,8,典
526.30000,1,25,16777215,1738669082,0,76bc4d29,1774843920221187584,8,这里没铁轨，
2424.38400,1,25,16777215,1738667776,0,b62de74a,1774832965805988352,8,就哈哈哈哈哈
4984.46300,5,25,16777215,1738665227,0,ab5e637,1774811580157058048,8,王师傅儿子叫张牧
4839.93200,1,25,16777215,1738664687,0,ee2afa82,1774807050938278400,8,《社交的手腕》
7900.00000,1,25,16777215,1738660979,0,ac0b4047,1774775948839883520,8,好看
3543.28900,1,25,16777215,1738651954,0,b0e49353,1774700237407943424,8,哈哈哈，练块的土匪
7500.25700,1,25,16646914,1738651469,0,d4b7917e,1774696173161583104,8,都去上海了
896.13300,1,25,16777215,1738650969,0,1fb8bc95,1774691977380618752,8,结果发现说的是美国，哈哈
39.20500,1,25,16777215,1738650109,0,3bdaabd1,1774684762599019008,8,4785+\
1580.98700,1,25,16777215,1738648385,0,a6834168,1774670298869432320,8,不能催吐吐出来吗，再好好用碗衡量一下
3221.56500,1,25,16777215,1738645978,0,be1bb12a,1774650106542028800,8,-+
1587.33800,1,25,16777215,1738645876,0,2f47a514,1774649251264083968,8,敢打断小六说话，可见不是真公平
5368.82300,1,25,16777215,1738645200,0,6b821d98,1774643582301619456,8,一觉得有优势就微操是吧
7453.04800,1,25,16707842,1738645055,0,3617f74a,1774642363000850432,8,胜利过后，都想着抢椅子
7421.12800,1,25,16707842,1738644991,0,3617f74a,1774641828017166336,8,哈哈哈
4508.42300,5,25,16777215,1738644492,0,47de1ea8,1774637646077905920,8,这还能换呀
7729.02100,1,25,16777215,1738641762,0,18bb3681,1774614737896950528,8,仍需努力啊
7729.65000,1,25,16777215,1738641687,0,16650465,1774614114825148160,8,黄四郎死了，但也还活着
7520.94500,1,25,16777215,1738641554,0,18bb3681,1774612992345062144,8,该分地盘了
7298.87100,1,25,16777215,1738641331,0,18bb3681,1774611129017000448,8,四个人
1239.04700,1,25,16777215,1738638577,0,b9819541,1774588024827574528,8,这三枪打了多少钱，再不动手就赔本了
1695.99700,1,25,16777215,1738633410,0,9d6e3a6b,1774544678004499968,8,其實這個時候六子就應該說去衙門審，哈哈哈哈哈
189.47300,1,25,16777215,1738609890,0,b18abe91,1774347379211412992,8,让子弹飞一会儿
2189.67200,5,25,16777215,1738609287,0,efdeff85,1774342323069745408,8,黄四郎把白轩岭卖到阿美莉卡修铁路(doge)
7035.32900,5,25,15138834,1738606696,0,8af88875,1774320583278969088,8,武举人立功了
5939.64600,5,25,16707842,1738605400,0,cb5f9f7a,1774309714487414272,8,金红双蝎
1318.39500,1,25,16777215,1738601664,0,932c6692,1774278377927735552,8,北洋九年
3789.71300,1,25,15138834,1738600060,0,c91c5820,1774264917315782912,8,铁证如山
5276.07400,1,25,16777215,1738598765,0,2bd457bd,1774254052675916800,8,周韵好美啊
4794.23100,1,25,16777215,1738598469,0,2bd457bd,1774251573380909824,8,打卡名场面。沉积岩爱看
2696.57000,1,25,16777215,1738598309,0,31afbed0,1774250229945138688,8,高端局
7677.33600,1,25,16777215,1738598138,0,b8b722dc,1774248795568824832,8,变成修车主义了
3239.43100,1,25,16777215,1738597528,0,68ca1d3d,1774243682602683648,8,哈哈哈哈哈哈哈哈哈哈哈哈
6030.12900,1,25,16777215,1738596763,0,b8b722dc,1774237261878789376,8,四野永远的首领
1444.60200,1,25,16777215,1738596466,0,31afbed0,1774234770806139136,8,好有道理
867.50500,1,25,16777215,1738595699,0,31afbed0,1774228334940168192,8,哈哈哈，都是虎狼之词
1622.80500,1,25,16777215,1738592178,0,5dd66a8b,1774198798919703552,8,古早pua
6326.75200,1,25,16777215,1738589605,0,1c91dc32,1774177219930089728,8,爱财，死在了钱里
3067.19300,1,25,16777215,1738589332,0,1e938e4b,1774174925612061696,8,怎么没有人
2741.62900,1,25,16777215,1738586827,0,e32959f5,1774153916570355456,8,老流氓
307.23500,1,25,16777215,1738585884,0,a6f3c04e,1774146004191393280,8,弟兄们，上任鹅城！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
4678.38200,1,25,16777215,1738584547,0,a8aa82c1,1774134789310496512,8,“黄四郎脸上也没四啊”
2014.68900,1,25,16777215,1738580500,0,7a6230af,1774100842224593408,8,有道理
23.17300,1,25,16777215,1738580318,0,7e8db52d,1774099312276783872,8,2025
1592.53700,1,25,16777215,1738577065,0,85b801e2,1774072027406676736,8,正确解决方法：把对方眼睛挖了吞下去，让它看看肚子里有几碗。
1592.53700,1,25,16777215,1738576888,0,85b801e2,1774070538689041152,8,公平是你定的？网络是喷子说了算？
2899.45000,1,25,16777215,1738576343,0,6335986f,1774065970688690688,8,？
4098.68200,1,25,16777215,1738574594,0,1c91dc32,1774051294022288128,8,完了我是陕西人
4017.98500,1,25,16777215,1738574464,0,1c91dc32,1774050206128692224,8,靠
6765.11800,5,25,16777215,1738574133,0,cf43c06b,1774047429885464320,8,介错人
3618.89200,1,25,16777215,1738574038,0,1c91dc32,1774046631181001472,8,哇，T﹏T
3047.01200,1,25,16777215,1738573421,0,1c91dc32,1774041452364540160,8,南通
2909.20500,1,25,16777215,1738573249,0,1c91dc32,1774040011537463296,8,哈哈哈！？！刘嘉玲？
6741.28300,5,25,15138834,1738572788,0,eb469f0f,1774036142392574976,8,敢杀我的马！
518.57300,1,25,16777215,1738572562,0,1077d120,1774034250375420416,8,我的家乡台山啊！
2029.77900,1,25,16777215,1738572290,0,1c91dc32,1774031968003304960,8,加密对话哈哈哈
1321.63300,1,25,16777215,1738571782,0,d407a3eb,1774027707144429312,8,"‘/；、】/sA-P=5GR\}"""
3225.30600,1,25,16777215,1738570139,0,cf43c06b,1774013922404435968,8,死人比活人有用
6003.71100,1,25,16777215,1738565959,0,4ea634f2,1773978858627486464,8,有寄树的
7520.28500,1,25,16777215,1738563303,0,c40f2f66,1773956578475772928,8,周韵不笑还有大美人气质，一笑长得好像马思纯
375.80000,1,25,16777215,1738562421,0,3b570113,1773949180176969984,8,1
212.79100,1,25,16777215,1738562174,0,30b37b21,1773947107922449408,8,果然爱只能让人堕落，只有恨才能让人强大
7363.03200,1,25,16777215,1738560746,0,7bce0aed,1773935126212979968,8,哈哈哈哈
3238.01900,5,25,16777215,1738560662,0,9366ebd,1773934427777999360,8,他说的都是我的词啊
2105.55200,1,25,16777215,1738556523,0,d202c625,1773899704938138368,8,剖腹害挺专业
620.35900,1,25,16777215,1738556509,0,7f53fc14,1773899589427073280,8,扯蛋专家
3475.27000,1,25,16777215,1738556082,0,34e4634a,1773896007273767424,8,百千万
25.11800,1,25,16777215,1738553923,0,ac3983cc,1773877892493905664,8,申遗，申遗，申遗
1584.84500,1,25,16777215,1738552882,0,eb469f0f,1773869164499575808,8,这个局其实可以反问他
6125.08300,1,25,16777215,1738549479,0,642ebf80,1773840614971632384,8,哈
1154.86300,1,25,16777215,1738548984,0,56467b08,1773836460312025344,8,这个演员叫什么名？演的太好了……
6819.92600,1,25,16777215,1738548243,0,53fdbdbb,1773830249093045248,8,鹅往右跑了
6455.41400,1,25,16777215,1738547867,0,53fdbdbb,1773827096050428160,8,鹅，俄国的俄
3239.63000,1,25,16777215,1738517213,0,7bce0aed,1773569946861968384,8,他说的都是我的话呀
1434.53100,1,25,16777215,1738514155,0,eb97b299,1773544299708295168,8,哈哈哈哈哈哈
7705.18000,1,25,16777215,1738512578,0,c9d146a7,1773531067802929920,8,下一城！
7702.16800,1,25,16777215,1738512075,0,7ed9124,1773526848953930496,8,太帅了
6980.12900,1,25,16777215,1738509274,0,afffbef3,1773503348167839488,8,？
7717.10500,5,25,16777215,1738508878,0,457ed77c,1773500029743753216,8,时代和民众选择了新生活，理想者是孤独的落单人
3825.74700,1,25,16777215,1738508681,0,3d770db4,1773498375485269504,8,明牌打
6897.12700,1,25,16777215,1738508297,0,5af265c0,1773495154301329408,8,这里反派死于轻敌
6221.52500,1,25,16777215,1738507532,0,69ea3384,1773488736588469248,8,这都没有死呀
3626.53400,1,25,16777215,1738507293,0,19a0b98b,1773486734228340992,8,从来没有背叛，没有背叛，只是在取得说胜利以后想走的路不一样了而已
1219.59100,1,25,16777215,1738506036,0,c9d146a7,1773476185695947264,8,好！
24.91100,1,25,16777215,1738504838,0,c9d146a7,1773466138534018816,8,第三遍
7848.60400,5,25,16707842,1738503562,0,de8f7d66,1773455432883561984,8,有框的表示在电影拍摄中去世
2183.58800,1,25,16777215,1738502872,0,ed26b21,1773449649014027520,8,鸿门宴这段发哥的脸大部分都没对清晰焦，其他二位就不是这样，不知道什么原因
803.86300,1,25,16777215,1738502861,0,926bcc50,1773449558207510784,8,4
6855.20500,1,25,16777215,1738502860,0,457ed77c,1773449549877184512,8,不是理想，当年就是这样
5996.77600,1,25,11890,1738499435,0,ddc29ddd,1773420818383697920,8,22224
1425.74200,5,25,38979,1738498691,0,30170cfa,1773414577259316992,8,哈哈哈哈哈哈哈哈
1618.07500,1,25,16777215,1738497290,0,9d831263,1773402819467189248,8,六爷当年直接早点回来去老二手底下，军功早就起来了，也不至于死在凉粉上。
3776.95700,1,25,16777215,1738495955,0,50ab2702,1773391623217630976,8,粉底真厚
6294.75900,1,25,16777215,1738494636,0,557cccad,1773380555841825536,8,L;'
5577.95900,1,25,16777215,1738493917,0,557cccad,1773374525011658496,8,4/5*6-·12D3F4G5H6456萨哎哎哎啊爱爱爱爱嗷嗷嗷啊嗷嗷嗷啊快6/*a-·12电饭锅hj-
354.32900,1,25,16777215,1738492811,0,d202c625,1773365248209036544,8,手气好……
1719.26000,1,25,16777215,1738492447,0,bd47c1f7,1773362195997078784,8,快在房梁上挂上三尺白练
5684.59900,1,25,16707842,1738492398,0,dd52a0a0,1773361785727204608,8,hitlor has only one ball
6326.11300,1,25,16777215,1738491441,0,8cad9dbb,1773353754642053120,8,人死了，钱没花了
632.64000,1,25,16777215,1738491268,0,bd47c1f7,1773352306264473088,8,丞相！何故如此！
5579.05100,1,25,16777215,1738490802,0,557cccad,1773348393138686976,8,45LLSFKL;'
134.24000,1,25,16777215,1738490755,0,bd47c1f7,1773347998621879808,8,我看是“风萧萧兮易水寒，壮士一去兮不复还”
7593.27300,1,25,16777215,1738490104,0,40b411de,1773342543510764032,8,细节先左转再右转
4414.53500,1,25,16777215,1738489919,0,d8cad513,1773340987986055936,8,先新民再走社？
6826.61300,1,25,16777215,1738484612,0,2b487074,1773296471748242432,8,需要一个带头的
6578.81300,1,25,16777215,1738484359,0,2b487074,1773294349221001728,8,这是在拉扯民众呢，麻子给银子，四郎收银子，暂时民众站四郎
1783.81300,1,25,16777215,1738482030,0,a3926df7,1773274816079024640,8,这社会啊
4314.26900,1,25,16777215,1738481995,0,2b487074,1773274516244711936,8,宝石都送了还宝石呢
3998.01900,1,25,16777215,1738481648,0,2b487074,1773271607897606400,8,大魔法师
3644.27000,1,25,16777215,1738481277,0,2b487074,1773268493878386944,8,圣诞麻将
7511.24900,1,25,16777215,1738479876,0,3e2d2728,1773256741992032768,8,去上海开个武馆了
7628.90500,1,25,16777215,1738477896,0,77337d9d,1773240133765046016,8,体面
6976.29900,1,25,16777215,1738477680,0,5eeaeae6,1773238318511712768,8,花姐投机，但是也是可以联合的力量，作为领袖有时候为了大局不能细究
5143.57300,1,25,16777215,1738477434,0,3e2d2728,1773236257976183808,8,重八你怎么了啊，老朱
2231.82600,1,25,16777215,1738475407,0,ba371143,1773219256885114368,8,弹幕懂吧懂什么？
7702.40900,5,25,15138834,1738475002,0,c6b214ee,1773215853652423680,8,新的斗争开始了
3312.91600,1,25,16777215,1738472683,0,db47c054,1773196399513704192,8,？
7706.90000,1,25,16777215,1738460401,0,da79a663,1773093375646893824,8,是“没有你对我很重要”的那个“你”
4016.21100,1,25,16777215,1738457503,0,467e9817,1773069061224941824,8,大哥：我不了解
7770.17900,1,25,16777215,1738453002,0,faa16585,1773031309946942720,8,25.2.2
6528.77500,5,25,16646914,1738431927,0,f5742b09,1772854517919469824,8,说的都是自己的辈分
5003.62800,1,25,16777215,1738429333,0,51c2eca8,1772832760680420352,8,他老人家17岁出山
2171.33900,1,25,16777215,1738425231,0,4099ce4a,1772798348882370816,8,唐人街探案1900
7011.71700,1,25,16777215,1738424743,0,ef8eca03,1772794250393174272,8,枪一响就有人死
5966.42300,1,25,16777215,1738423459,0,f06d51f4,1772783485636148992,8,神州行
4432.30000,1,25,16777215,1738422085,0,f06d51f4,1772771953682234368,8,遵义会议
211.40000,1,25,16777215,1738417815,0,f06d51f4,1772736141322183168,8,7颗子弹剧名
1319.89300,1,25,16777215,1738416230,0,8fb5ed26,1772722842979901440,8,特
3983.77600,1,25,16777215,1738415940,0,c7ef281c,1772720408622572800,8,朱潜龙
1902.67200,1,25,16777215,1738415790,0,1259d2ec,1772719146523086336,8,不是别拜我呀
53.36900,1,25,16777215,1738414834,0,2d06ff0b,1772711134126984192,8,2025 春节
3259.82900,1,25,16777215,1738414167,0,f48bb2d,1772705535058662656,8,他说的都是我的词啊
4731.98800,1,25,16777215,1738411789,0,28aa7c3f,1772685590220522752,8,有时候死人比活人有用
5.12400,5,25,16755202,1738411049,0,613711ee,1772679381366875904,8,重温经典
527.79300,1,25,16777215,1738408606,0,548759f9,1772658890723983104,8,s到底是。aox
548.64700,1,25,16777215,1738407257,0,e000e7f0,1772647566984044032,8,日本太鼓
2416.28800,1,25,16777215,1738407056,0,1ecfe8dd,1772645885319731968,8,鲁迅欺负周树人
208.15400,1,25,16777215,1738405848,0,86e158cd,1772635747099258112,8,坐忘道？
4888.67800,1,25,16777215,1738405417,0,3f59a4e1,1772632136902274304,8,最锋利的剑
4016.85300,5,25,16707842,1738402851,0,c3acb384,1772610613471260672,8,《同》
3999.48300,5,25,16707842,1738402830,0,c3acb384,1772610435188216832,8,《处》
3981.35800,5,25,16707842,1738402807,0,c3acb384,1772610239221917440,8,《受》
1010.73600,5,25,15138834,1738398834,0,c3acb384,1772576909461954304,8,不行，山里跪着
2647.24500,1,25,16777215,1738397388,0,3b9266d7,1772564779585261312,8,你们都去看弹幕了，哪有心情看电影啊
7688.49400,1,25,16777215,1738394979,0,2aa9e199,1772544572350757376,8,你们怎么办？只有天知道
7680.65700,1,25,16777215,1738394949,0,2aa9e199,1772544325440610048,8,中华儿女多奇志，不爱红装爱武装
7883.60200,1,25,16777215,1738394607,0,4e913621,1772541450748901120,8,弹幕上一群魔征人！
4651.81200,1,25,16777215,1738393729,0,48003c64,1772534091582122752,8,36
3533.67700,5,25,16777215,1738393283,0,e1ca3655,1772530348451281152,8,这里是把夫人六子的命默认成捞钱的成本了
4496.36700,1,25,16777215,1738393249,0,f7d4a03c,1772530060243945216,8,怎么还有玻璃哈哈哈
1197.23600,1,25,16646914,1738392857,0,cec4f8eb,1772526773822281472,8,我爱吃饭饭
67.11300,1,25,16777215,1738392713,0,3f59a4e1,1772525568882278144,8,马列
1015.88900,1,25,16777215,1738392676,0,cec4f8eb,1772525252908871424,8,好吃
956.86700,1,25,16777215,1738392617,0,cec4f8eb,1772524757225872640,8,好看爱爱看
7691.58000,1,25,16777215,1738390031,0,1cf3815f,1772503068663973632,8,斗得赢也斗得败，但风吹过后还在
2199.00000,1,25,16777215,1738388978,0,4139d0a0,1772494237767195392,8,唐探1900过来再温习
6184.05300,1,25,16777215,1738386743,0,a50c8468,1772475486207755008,8,上北下南，？西？东
4.17800,1,25,16777215,1738382096,0,3e9d851,1772436501637411328,8,申遗
71.52900,1,25,16777215,1738379530,0,8c7881a,1772414980428474368,8,爷青回
1876.22200,1,25,16777215,1738379428,0,f0601b15,1772414124102871552,8,玫瑰花
5932.66800,1,25,16777215,1738375314,0,89c62695,1772379616732827392,8,一勾一打，有战术的呀
3421.64700,5,25,16777215,1738369763,0,2f42afb9,1772333045832667648,8,man！
4359.87100,1,25,16777215,1738334044,0,3604a7b8,1772033413302283264,8,老三大概把为什么发钱的原因告诉了花姐
147.62300,1,25,16777215,1738332706,0,4a9708a1,1772022194738736896,8,111
1831.58000,1,25,16777215,1738330304,0,c8aba56e,1772002041225464832,8,难办了
6834.08300,1,25,16777215,1738329278,0,63b68b90,1771993436174637568,8,如果他们不坚持来回，其他人也不敢出来
507.21400,5,25,16740868,1738328780,0,779f0b87,1771989257398496512,8,@腾讯
1674.10200,1,25,16777215,1738326857,0,89785c87,1771973128562545664,8,《守义》啊
57.77200,1,25,16777215,1738325972,0,a86e754e,1771965698697089024,8,啊哈
5754.39700,5,25,15138834,1738325127,0,370efbee,1771958616748861952,8,大风起兮云飞扬，安得猛士兮走四方。
1287.31900,1,25,16777215,1738324311,0,7899d61e,1771951770244436480,8,3.
3567.06200,1,25,16777215,1738321223,0,2aa9e199,1771925867547901952,8,这里只有老二没说话他不在乎钱
2579.89500,1,25,16777215,1738321123,0,a1e03187,1771925028687222016,8,英文字幕错了吧？
1325.17800,1,25,16777215,1738318461,0,2aa9e199,1771902695612001536,8,哈哈哈哈哈哈
231.07000,1,25,16777215,1738318348,0,a1e03187,1771901750887213824,8,既来之，休走之！
7153.06300,1,25,16777215,1738317663,0,c14b9240,1771895999490071808,8,杀人诛心
4017.90700,1,25,16777215,1738311439,0,a3a40f74,1771843794632466176,8,俗称：臭男
3349.62800,1,25,16777215,1738307702,0,1e7dd57d,1771812446261192960,8,呱~
3299.90100,1,25,16777215,1738307500,0,1e7dd57d,1771810749262575360,8,6
2920.76800,1,25,38979,1738297521,0,f89a14d7,1771727039720707840,8,忍耐
364.86800,1,25,16777215,1738296312,0,c47dbc8f,1771716896031348992,8,一年两次每次20w总共8年应该是320w
7306.27900,1,25,16777215,1738294356,0,51c2eca8,1771700485297446656,8,4个人 还差一个老任
1718.81800,1,25,16777215,1738290842,0,dccb578f,1771671014557100032,8,如何破局，就是将胡万的眼睛挖出来，吞了
3702.92900,1,25,16777215,1738289927,0,51c2eca8,1771663335180990720,8,我都穿上这身了
2980.65600,5,25,16707842,1738280000,0,b274b8e,1771580061384918016,8,“手特别柔软”
7730.02900,1,25,16777215,1738276408,0,da79a663,1771549931619222528,8,前途是光明的，道路是曲折的
6202.23600,1,25,16777215,1738270384,0,6719cded,1771499393166893824,8,马邦德得着钱要跑路
2533.86000,1,25,16777215,1738255699,0,c78e9591,1771376209150627072,8,张麻子想死的时候，我却能让他活
4815.64800,1,25,16777215,1738247191,0,9959e5f6,1771304836189564160,8,驚き
4664.79900,1,25,16777215,1738244556,0,f03b60dc,1771282738541446144,8,死人有时候比活人有用
1346.24600,1,25,16777215,1738244369,0,b1d7f971,1771281164754690304,8,姜文对久石让要求曲子作的不比莫扎特差就行了
1296.14800,1,25,16777215,1738242817,0,ff828e5a,1771268145978902784,8,学九年也就是1921年
1207.29200,1,25,16777215,1738241548,0,269db156,1771257501153861888,8,这两步走得真好看
4128.05100,1,25,16777215,1738238350,0,80de0b03,1771230676608280320,8,这是陕西关中话 就是西安话
4017.52200,1,25,16777215,1738237522,0,f6b10bbd,1771223730597489664,8,哈哈哈哈哈哈
7773.31600,1,25,15138834,1738230992,0,5874e550,1771168954866338304,8,人民万岁
4981.87100,1,25,16777215,1738230171,0,c506ba56,1771162066049574656,8,张牧之
4573.99100,1,25,16777215,1738229755,0,c506ba56,1771158572337175040,8,咋个册
4205.13100,1,25,16777215,1738229379,0,c506ba56,1771155420678483712,8,正是时候
3085.29100,1,25,16777215,1738228236,0,c506ba56,1771145831283145728,8,盒子炮
3021.27100,1,25,16777215,1738228164,0,c506ba56,1771145225466056192,8,谁拿就是夫人
2571.79100,1,25,16777215,1738227702,0,c506ba56,1771141356682184192,8,第一次合作
2511.15100,1,25,16777215,1738227635,0,c506ba56,1771140790283361280,8,你们动静越大越安全
2484.39100,1,25,16777215,1738227596,0,c506ba56,1771140466768248320,8,武力展示一下
2437.59100,1,25,16777215,1738227539,0,c506ba56,1771139988298842624,8,都懂洋文
2142.31100,1,25,16777215,1738227225,0,c506ba56,1771137355248989440,8,去过东洋
